name,location,cuisines,estimated_cost_for_two,rating
Mount Blue,brigade road,"bakery, fast food",300.0,
Hatti Punjab Di,brigade road,north indian,450.0,3.4
Brigade Paradise Hotel,brigade road,"chinese, fast food, rolls",400.0,
Juice Magic,brigade road,"beverages, juices",100.0,
Dine In,brigade road,"chinese, kerala, north indian, south indian",400.0,3.6
Chung Wah,residency road,"chinese, momos, thai, vietnamese",1000.0,4.0
Mad Over Biryani,church street,"biryani, north indian",600.0,2.9
Danny Lambas Punjabi Dhaba,indiranagar,"biryani, chinese, north indian",600.0,3.5
Shiv Sager,brigade road,"chinese, north indian, south indian",200.0,3.0
Bombay Kulfi,brigade road,"desserts, ice cream",150.0,
The Charcoal Factory,koramangala 6th block,"burger, momos, pizza",600.0,4.1
Chung's Chinese Corner,cunningham road,chinese,700.0,3.3
Kenny's Restaurant,frazer town,"chinese, north indian",450.0,3.6
Wat-a-Biryani,frazer town,biryani,500.0,
Fat Buddha,cunningham road,"chinese, thai",1000.0,4.0
Instant Noodle Doodle,frazer town,fast food,200.0,
Teppan Japanese Grill & Sushi Bar,ulsoor,japanese,2000.0,4.3
New Prashanth Hotel,majestic,"biryani, chinese, north indian, south indian",750.0,3.7
Midnight Eats,frazer town,"chinese, north indian",500.0,3.0
The Only Place,church street,"american, bbq, continental, italian, salad, steak",1000.0,4.2
Anupam's Coast II Coast,church street,"chinese, mangalorean, north indian, seafood",1400.0,4.1
BabaYaga's,indiranagar,"american, finger food",1500.0,4.1
Goodness! Beverages,residency road,beverages,250.0,
Venkateshwara Foods,residency road,"south indian, street food",400.0,3.0
Ramana's,cunningham road,"chinese, healthy food, north indian",850.0,4.0
BIB-Breakfast In The Box,ulsoor,"american, continental",600.0,
Arabian Tea,commercial street,"fast food, tea",100.0,
McLeans Italian Pizzeria,ejipura,"american, pizza",500.0,3.4
The Konkan - Seafood Restaurant,st. marks road,"konkan, mangalorean, seafood",850.0,4.4
Hotel Tom's Restaurant,richmond road,"chinese, mangalorean, north indian, seafood",1000.0,4.4
The Bong,frazer town,"bengali, north indian",300.0,3.1
Hit And Run,ulsoor,"chinese, tibetan",300.0,
Delhi Food Factory,frazer town,north indian,500.0,
Fujan,frazer town,"chinese, seafood, thai",600.0,3.6
Forum Bakes & Cafe,koramangala 8th block,"bakery, fast food",200.0,
Raaga,indiranagar,"chinese, continental, north indian",1200.0,3.8
The Food Dude,koramangala 6th block,"burger, fast food, pizza, sandwich",300.0,4.0
Lazio Steaks & More,frazer town,"chinese, continental, steak",1000.0,3.9
The Humming Tree,indiranagar,"european, fast food",1400.0,4.0
Woodstok,indiranagar,"american, continental, italian, steak",1400.0,4.1
ASEAN - On The Edge,mg road,"asian, thai",1800.0,4.4
Chung Shan Chinese Restaurant,ejipura,"chinese, momos",500.0,3.7
Monsoon Express,mg road,"continental, north indian, thai",1600.0,3.4
Friends Night Kitchen,koramangala 6th block,"italian, pizza",400.0,3.8
Navab's,frazer town,mughlai,600.0,3.6
Marathi Biriyani House,frazer town,"biryani, south indian",300.0,3.3
Retro Lounge Bar,ulsoor,"chinese, north indian",1400.0,3.8
Kick Out the Jams,ejipura,"american, burger, italian",350.0,4.0
Xian,ulsoor,"chinese, thai",800.0,3.8
Kulfi Point,indiranagar,desserts,150.0,3.4
8 Slice,koramangala 6th block,pizza,600.0,3.7
Crescent Avenue - Hotel Bangalore International,race course road,"asian, chinese, continental, north indian, thai",1400.0,3.6
Five Senses,ulsoor,"continental, fast food, north indian",500.0,
New Kudla Family Resturant,mg road,"chinese, north indian",450.0,3.2
Mummy Dhaba,ulsoor,north indian,300.0,3.2
Rajeev Bakery & Juice,richmond road,"bakery, desserts, fast food",150.0,
Benjarong,ulsoor,"asian, thai",1800.0,4.2
Midnight Hunger Solutions 24/7,indiranagar,"chinese, mughlai, north indian",500.0,2.1
Ente Keralam,ulsoor,"kerala, seafood",1300.0,4.0
Donne Biryani Mane,wilson garden,biryani,300.0,3.2
Nagarjuna,residency road,"andhra, biryani",800.0,4.3
Sunny's,lavelle road,"continental, european, italian, seafood",2100.0,4.1
Little Chef,richmond road,chinese,550.0,4.0
Rawal Jalebi,commercial street,desserts,100.0,3.5
Gundappa Donne Biryani,st. marks road,biryani,300.0,3.7
Tandoori Platter,residency road,north indian,450.0,
Nandhini Paradise,st. marks road,"andhra, chinese, north indian",800.0,3.6
Aathithya,infantry road,"chinese, continental, north indian",1100.0,3.1
Nagashree's,shanti nagar,"fast food, north indian, south indian",550.0,2.9
Prawn Crunch,st. marks road,"fast food, seafood",400.0,
Express Food Delivery,ulsoor,"chinese, north indian",500.0,2.8
AcciaRolee,indiranagar,healthy food,500.0,
Gowdara Naati Mane,residency road,"biryani, mangalorean, south indian",500.0,3.4
InBento,shanti nagar,japanese,900.0,
Bangalore Biriyani,shanti nagar,"biryani, kebab",250.0,
Toledo Home Cafe,frazer town,biryani,400.0,
Kamat's Palate Korner,richmond road,"chinese, north indian",600.0,4.1
Bhagini Icon Boutique Hotel,indiranagar,"continental, north indian, south indian",600.0,3.1
Armani Kabab Centre,richmond road,"fast food, north indian",300.0,
R.K Caterers,frazer town,north indian,350.0,
Ghar Ki Rasoi,koramangala 8th block,"north indian, south indian",300.0,
Kaulige Millet Corner,brigade road,"healthy food, south indian",300.0,4.0
The Chola,frazer town,"biryani, chinese, fast food, kebab",200.0,
Ice & Spice,frazer town,"continental, fast food, pizza",650.0,3.0
Homemade Food,indiranagar,south indian,200.0,3.8
In Wok,richmond road,chinese,500.0,3.6
Aromas Of South,race course road,south indian,1000.0,3.7
Allana Kabab,richmond road,north indian,200.0,3.3
Home Treat,brigade road,north indian,150.0,3.1
Vasavi Bangarpet Chats,shivajinagar,street food,150.0,
Best Tea Cafe,frazer town,cafe,400.0,
Manjit Da Dhaba,frazer town,north indian,300.0,4.3
Halli Mane,majestic,south indian,300.0,3.2
Taj Hotel,shivajinagar,"chinese, north indian",550.0,3.7
Foody's,shanti nagar,"north indian, south indian",250.0,3.8
Masala Oota,residency road,"biryani, south indian",500.0,3.6
Kadai Crust - Amma Veetu Samayal,indiranagar,"biryani, chettinad, south indian",700.0,3.8
Juice Shop,brigade road,"beverages, street food",200.0,3.3
Fava,lavelle road,"desserts, healthy food, italian, kebab, mediterranean, pizza, salad",1200.0,4.4
Copacabana Pub,ulsoor,"continental, mexican, north indian",1500.0,
Amber Rush Restobar,residency road,"chinese, continental, fast food",1000.0,4.1
Bootlegger,lavelle road,"continental, steak",1200.0,4.1
ThrowBack - Pub & Dine,langford town,"continental, italian, north indian",1000.0,3.9
Shaken & Stirred,race course road,"chinese, continental, north indian",1500.0,3.9
Ambur Biryani,frazer town,"biryani, kebab",300.0,
Sri Ayodhya Veg,vasanth nagar,"chinese, north indian, south indian",300.0,3.6
Hotel Fine,vasanth nagar,"chinese, north indian",450.0,3.5
Banashankri Donne Biriyani,ulsoor,"biryani, fast food",300.0,
Hyderabad Biryaani House,richmond road,"biryani, chinese, north indian",550.0,4.3
The Bangalore Cafe,shanti nagar,"beverages, continental, modern indian, north indian, pizza",800.0,4.1
Sakae Japanese Restaurant,shanti nagar,japanese,1400.0,4.3
Green Onion,residency road,chinese,550.0,4.3
Art of Delight,residency road,"beverages, desserts, ice cream",400.0,4.4
Khazana Food Paradise,richmond road,"biryani, north indian",400.0,4.1
Mandarin Box,church street,chinese,500.0,3.9
Pashto,residency road,"afghan, mughlai, north indian",800.0,4.1
Somilan Steak House,church street,"asian, momos, naga, north eastern, steak",800.0,4.3
IceBreakers,church street,"desserts, ice cream",400.0,4.3
Juice Junction,st. marks road,"fast food, juices",150.0,4.0
Konark Vegetarian Restaurant,lavelle road,"chinese, continental, north indian, south indian",600.0,3.9
Sugarberryz Cakery,commercial street,"bakery, desserts",1200.0,3.9
The Biryani Paradise,richmond road,"biryani, south indian",350.0,3.8
Stars 'N' Stripes,mg road,"chinese, fast food, north indian",500.0,2.7
Juicemaker,cunningham road,"beverages, fast food",400.0,3.8
New Prashanth Naati Style,cunningham road,"biryani, south indian",400.0,3.8
California Burrito,cunningham road,"fast food, mexican",400.0,4.0
Mel's Korner,church street,fast food,500.0,3.8
Iyengars' Bakery,richmond road,bakery,200.0,3.4
Sidewalk Cafe - Nahar's Heritage Hotel,st. marks road,"fast food, italian",800.0,3.9
Mojo Pizza - 2X Toppings,residency road,pizza,600.0,4.3
Halli Oota,st. marks road,"biryani, south indian",450.0,3.3
Roll King,city market,"beverages, desserts, fast food, rolls",150.0,
Pop'z Kitchen,lavelle road,bakery,250.0,3.7
New Udupi Upahar,richmond road,"chinese, north indian, south indian",300.0,
Chocolate Junction,ulsoor,desserts,200.0,3.8
Lassi House,commercial street,"beverages, desserts",150.0,
Aishwarya Uphar,ulsoor,"north indian, south indian",150.0,
Ultra Biriyani Paradise,shanti nagar,biryani,300.0,3.3
Khally Wally,mg road,"biryani, kebab",250.0,
Stir Fry,residency road,"chinese, momos",500.0,4.0
Natural Ice Cream,st. marks road,"desserts, ice cream",150.0,4.2
New Arya Bhavan,mg road,"beverages, north indian, street food",300.0,3.1
AM Biryani Junction,richmond road,"biryani, chinese, north indian",300.0,
Kabab and Biryani Centre,richmond road,"fast food, north indian",300.0,
Chocolate Philosophy,mg road,desserts,500.0,
Sandhya Sagar,shanti nagar,"chinese, north indian, south indian",300.0,
Aruba's Lucknow Sheermal House,frazer town,"kebab, lucknowi, rolls",400.0,
Cake My Day,lavelle road,desserts,450.0,
Shilpa Vegetarian Restaurant,shivajinagar,"chinese, north indian, south indian",350.0,
Pappu BC,shivajinagar,"biryani, north indian",300.0,
Chaat Chatore,mg road,"fast food, street food",150.0,
AAlvina Restaurant,kumaraswamy layout,"chinese, north indian, south indian",400.0,
Mughals Restaurant,shivajinagar,"biryani, chinese, mughlai, north indian, seafood",550.0,3.2
Sri Krishna Foodline,ulsoor,north indian,100.0,3.3
Indy's Comfort Food,shivajinagar,"beverages, fast food, north indian",300.0,4.1
Just Baked,commercial street,"bakery, desserts",400.0,
Ambur Hot Dum Biriyani,shivajinagar,biryani,250.0,
Sri Sai Sagar Food,mg road,"fast food, north indian, street food",300.0,
La Mirch,ulsoor,"kashmiri, north indian",400.0,
FixMyNutrition,richmond road,"asian, continental, healthy food, salad",500.0,
The Nourished Kitchen,btm,"asian, continental, healthy food",400.0,
Night Kitchen,shivajinagar,"chinese, fast food, north indian",600.0,
Lazeez Khana,shivajinagar,"arabian, fast food, north indian",300.0,
21 Corner Haus Cafe,shanti nagar,"biryani, chinese, north indian",300.0,
The Taste Adda,ulsoor,"beverages, fast food, north indian",200.0,
Lassi Corner,vijay nagar,"beverages, desserts",300.0,
Tasty Treats,mg road,"chinese, fast food, south indian",350.0,
Agnihotri Cuisines,mg road,"chinese, fast food, north indian",500.0,
Chaithanya Andhra Style Family Restaurant,cunningham road,"andhra, chinese, north indian",600.0,3.2
The Sugar Therapy,richmond road,"bakery, desserts",500.0,3.8
Al Sadique Restaurant,frazer town,"mughlai, north indian, street food",350.0,3.5
Shake N Snack,shanti nagar,"beverages, fast food",200.0,3.6
Backyard,richmond road,"continental, fast food, south indian",400.0,
New Kohinoor Hotel,commercial street,north indian,450.0,3.2
Magic Biryani,richmond road,"biryani, kebab",150.0,
RR Catering,mg road,"biryani, chinese, north indian",350.0,3.4
Belgian Waffle,residency road,desserts,250.0,
Ambur Hot Dum Biryani,shanti nagar,"biryani, kebab",250.0,3.1
Jerome Coffee & Food court,mg road,"south indian, street food",150.0,
Kanis Kitchen,shivajinagar,south indian,250.0,3.6
Hit and Run,central bangalore,"continental, fast food",350.0,3.7
Bhaiyajees,richmond road,"north indian, south indian",300.0,3.7
Le ChÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©ri,shanti nagar,"bakery, desserts",350.0,3.8
The Donut Baker,ulsoor,desserts,150.0,3.0
Cake of the Day,majestic,bakery,150.0,3.5
Bhaiya Ji Food Court,ulsoor,"north indian, street food",150.0,3.0
Chinese Corner,church street,chinese,200.0,
Grahaira,commercial street,north indian,300.0,
Zaiqa,richmond road,"chinese, north indian",350.0,3.4
Rescafe,residency road,beverages,100.0,3.8
Bhaiyaji Food Court,mg road,"mithai, north indian",300.0,3.4
Tandoor Da Funda,mg road,north indian,350.0,3.6
Kung Foods,commercial street,chinese,500.0,
Food Court,richmond road,fast food,100.0,
Rabiya Caterers,shanti nagar,mughlai,600.0,
Cake Couture,shivajinagar,"bakery, desserts",350.0,
Adithya Tiffin Centre,shanti nagar,north indian,200.0,
Jhonsons Happy Kitchen,richmond road,"chinese, south indian",300.0,
Hunger House 32,ejipura,"chinese, north indian",300.0,
Bhartiya Jalpan,commercial street,"chinese, north indian, street food",800.0,
Batter Splatter,lavelle road,bakery,350.0,3.3
Malabar Kitchen,commercial street,"chinese, kerala, north indian",300.0,3.2
Vasudev Adiga's,church street,"chinese, north indian, south indian, street food",250.0,3.0
Skyline Family Restaurant,shanti nagar,"chinese, mangalorean, north indian, seafood",550.0,3.4
Casa Express,residency road,"chinese, italian",400.0,2.6
Pappu Chaiwalla,st. marks road,"beverages, fast food, tea",300.0,3.3
The French Loaf,frazer town,"bakery, desserts",300.0,2.8
Shiv Sagar,mg road,"chinese, north indian, south indian",800.0,
LocalHost,whitefield,"beverages, fast food, street food",100.0,
Shiv Sagar,brigade road,"north indian, south indian, street food",250.0,
Royal Tea House,shivajinagar,north indian,100.0,
Fortune,majestic,south indian,300.0,
Siddique Kabab Centre,frazer town,"chinese, kebab, mughlai",550.0,3.9
Akshaya Sambrama Veg Restaurant,vasanth nagar,"chinese, south indian",200.0,3.2
Nawab's Kolkatta Roll,brigade road,"rolls, street food",150.0,3.4
Royal Restaurant,shivajinagar,"chinese, north indian",200.0,3.2
Shree Sadguru Refreshment,ulsoor,"chinese, south indian",400.0,3.2
Shan Restaurant,brigade road,"chinese, kerala, north indian, south indian",400.0,3.0
Hotel Nisarga Grand,city market,"chinese, north indian, south indian",500.0,3.6
Wow Tasty Food,frazer town,"chinese, fast food",300.0,
Baahubelly,brigade road,"north indian, south indian",500.0,3.8
Kerala Kitchen,brigade road,"kerala, south indian",200.0,3.2
Hatti Punjab Di,brigade road,"chinese, north indian",550.0,2.8
Safa Hotel,shivajinagar,"biryani, north indian",200.0,
Hotel New Sagar,shivajinagar,"biryani, chinese, north indian",300.0,
Apsara Hotel,shivajinagar,north indian,150.0,
Cool Corner Arun Ice Cream,frazer town,"desserts, ice cream",200.0,3.5
Deccan Spices,richmond road,"biryani, fast food, mughlai",500.0,3.7
Fahad Kabab Centre,frazer town,"biryani, chinese, kebab",150.0,
Ambur Hot Dum Biryani,ulsoor,biryani,300.0,3.2
Sri Rama,shivajinagar,south indian,200.0,3.2
Pooja Veg,frazer town,south indian,100.0,3.1
Happy Eats,indiranagar,"continental, north indian",300.0,
Promac Foods,shanti nagar,"north indian, south indian",250.0,
Magic Box,indiranagar,"chinese, north indian, south indian",300.0,3.3
Priya's Punjabi,koramangala 8th block,north indian,,3.8
Sethi's,frazer town,"bbq, chinese, north indian",600.0,
Hungry Birds,koramangala 7th block,chinese,300.0,3.2
Gowdara Naati Mane,residency road,"biryani, south indian",600.0,
Sudama Restaurant,ulsoor,"north indian, south indian",,
Cravisthan,domlur,"north indian, south indian",500.0,
Funjabi,church street,north indian,600.0,3.5
Eatato Snack Bar,brigade road,"fast food, north indian",400.0,3.3
Keventers,brigade road,"beverages, desserts, ice cream",400.0,3.0
Sweet Chariot,brigade road,"bakery, fast food",500.0,3.5
Baskin Robbins,brigade road,"desserts, ice cream",250.0,3.7
Lassi Shop,brigade road,"beverages, ice cream",200.0,3.7
Snow Gola,brigade road,desserts,150.0,3.7
Mist N Creams,brigade road,ice cream,400.0,
Ibaco,brigade road,desserts,300.0,4.0
Alchemy - The Chancery Pavilion,residency road,modern indian,2000.0,4.3
Fabelle Chocolate Boutique - ITC Gardenia,richmond road,"beverages, desserts, ice cream",1250.0,4.5
Bhagatram Sweets,commercial street,"mithai, street food",300.0,3.6
Corner House Ice Cream,lavelle road,"desserts, ice cream",400.0,4.5
The Bengaluru Brasserie - Hyatt Centric MG Road,ulsoor,"asian, continental, north indian, south indian",2000.0,4.1
Amma's Pastries,ulsoor,bakery,400.0,4.0
Koshy's,richmond road,"bakery, fast food",300.0,3.6
Sugar & Spice - Taj MG Road Bengaluru,mg road,desserts,800.0,4.0
Anand Sweets and Savouries,commercial street,"mithai, street food",400.0,4.0
ROYCE' Chocolate,lavelle road,desserts,1000.0,3.5
Frozen Bottle,infantry road,"beverages, desserts, ice cream",400.0,3.7
Fatima Bakery,richmond road,"bakery, fast food",300.0,3.7
Gandharva Bakery and Sweets,ulsoor,bakery,400.0,
Bakers 77,mg road,"bakery, fast food",400.0,
Just Bake,shanti nagar,"bakery, desserts",400.0,3.5
Bowring Kulfi,residency road,"desserts, ice cream",150.0,4.0
Santhanam Sweets & Savouries,commercial street,"mithai, street food",150.0,3.9
Smoor,mg road,desserts,900.0,4.1
Shilpa Veg,shivajinagar,"beverages, desserts, south indian, street food",250.0,3.6
Sri Jayalakshmi Bakery,shanti nagar,"bakery, beverages",250.0,3.4
Excelsior Bakery,shivajinagar,bakery,100.0,3.6
Drunken Monkey,church street,"beverages, fast food",400.0,4.0
The French Loaf,ulsoor,"bakery, desserts, sandwich",400.0,2.9
Mithai Ghar,shivajinagar,mithai,200.0,
Ooty Chocolates,residency road,desserts,300.0,3.5
Surya Bakery,shanti nagar,bakery,200.0,3.5
Jai Mataji Farshan and Sweets,ulsoor,"mithai, street food",150.0,
Robin Brown Ice Cream,shivajinagar,ice cream,200.0,
Up Bhavan,commercial street,"mithai, street food",150.0,3.4
Ice N Spice,mg road,desserts,200.0,3.7
Mishra Pedha,richmond road,"bakery, mithai",300.0,3.3
South Calcutta Sweets & Chat,shivajinagar,"desserts, street food",200.0,
Me And My Cake,shanti nagar,"bakery, desserts",500.0,
Sapna's Magic Oven,shanti nagar,bakery,200.0,
Delhi Bhavan,commercial street,"mithai, street food",150.0,3.4
S R & Sons Bakery,commercial street,bakery,100.0,3.5
Deli Counter - Gateway Hotel,residency road,bakery,500.0,3.5
Rage Chocolatier,residency road,desserts,400.0,
Brea,commercial street,bakery,300.0,3.2
Arya S.L.Bakery,richmond road,"bakery, fast food, juices",200.0,
Lake N Bake,commercial street,"bakery, beverages",300.0,
Arya Bhavan Sweets,mg road,"mithai, north indian, street food",300.0,3.2
Thanco's Natural Ice Cream,infantry road,"desserts, ice cream",450.0,
Sweet Truth,residency road,"bakery, desserts",500.0,4.1
The Belgian Waffle Co.,residency road,"beverages, desserts",350.0,3.7
